
S5,5A-E,"視覺藝術",2025-06-11T08:30:00,240,1,"HYH",AD2,"HYH"
,1/F,"Floor Invigilator",2025-06-11T08:30:00,240,1,"",1/F,"H4"
,2/F,"Floor Invigilator",2025-06-11T08:30:00,240,1,"",2/F,"H5"
,3/F,"Floor Invigilator",2025-06-11T08:30:00,240,1,"",3/F,"H6"
,4/F,"Floor Invigilator",2025-06-11T08:30:00,240,1,"",4/F,"H7"
S4,4A-E,"英國語文 試卷二 寫作",2025-06-11T10:45:00,90,6,"CKA",禮堂,"H1,H2,H3,PUL,YLC,BL"
S3,3A,"歷史",2025-06-12T08:30:00,60,6,"PYL",禮堂,"H1,H2,H3,KYL,CHM,HYC"
,1/F,"Floor Invigilator",2025-06-12T08:30:00,240,1,"",1/F,"H4"
,2/F,"Floor Invigilator",2025-06-12T08:30:00,240,1,"",2/F,"H5"
,4/F,"Floor Invigilator",2025-06-12T08:30:00,240,1,"",4/F,"H6"
S3,3A-D,"地理",2025-06-12T10:00:00,60,6,"YTL",禮堂,"H1,H2,H3,NMY,SYY,YML"
S5,5A-E,"英國語文 試卷四 說話能力",2025-06-12T11:00:00,120,11,"BL",三樓,"BL,CKA,KKC,LSH,SCP,SS,WHY,YCL,CKL,TKK,WHS"
S3,3A-D,"普通電腦科",2025-06-13T08:30:00,60,6,"HKY",禮堂,"H1,H2,H3,JT,WYT,CHM"
,1/F,"Floor Invigilator",2025-06-13T08:30:00,75,1,"",1/F,"H4"
S3,3A-D,"物理",2025-06-13T10:00:00,60,6,"SCC",禮堂,"H1,H2,H3,MKC,SYS,WTN"
S4,4A-E,"英國語文 試卷四 說話能力",2025-06-13T10:30:00,120,11,"BL,YCL",三樓,"BL,CKA,KKC,KKP,MLT,SCP,WHY,YCL,CKL,CL,WHS"
S3,3A-D,"數學 試卷一",2025-06-16T08:30:00,90,6,"SFS",禮堂,"H1,H2,H3,LL,MLT,YPT"
S4,4A-E,"視覺藝術",2025-06-16T08:30:00,150,2,"HYH",AD2,"HYH,KPF"
,1/F,"Floor Invigilator",2025-06-16T08:30:00,240,1,"",1/F,"H4"
,2/F,"Floor Invigilator",2025-06-16T08:30:00,240,1,"",2/F,"H5"
,4/F,"Floor Invigilator",2025-06-16T08:30:00,240,1,"",4/F,"H6"
S3,3A-D,"數學 試卷二",2025-06-16T10:45:00,45,6,"MKC",禮堂,"H1,H2,H3,OMK,HYL,SCY"
S3,3A-D,"生物",2025-06-17T08:30:00,60,6,"SMT",禮堂,"H1,H2,H3,JY,NMY,SYY"
,1/F,"Floor Invigilator",2025-06-17T08:30:00,240,1,"",1/F,"H4"
S3,3A-D,"生活與社會",2025-06-17T10:00:00,60,6,"YNT",禮堂,"H1,H2,H3,YMM,CSC,YML"
,1/F,"Floor Invigilator",2025-06-18T08:30:00,240,1,"",1/F,"H1"
,4/F,"Floor Invigilator",2025-06-18T08:30:00,240,1,"",4/F,"H2"
S1,1D,"F.1D班綜合科學實驗考試",2025-06-19T08:30:00,30,6,"KKL",科學及化學實驗室,"KKL,HPP,HYC,MC,SMT,KFW"
,1/F,"Floor Invigilator",2025-06-19T08:30:00,240,1,"",1/F,"H1"
,3/F,"Floor Invigilator",2025-06-19T08:30:00,240,1,"",3/F,"H2"
S1,1C,"F.1C班綜合科學實驗考試",2025-06-19T09:00:00,30,6,"KKL",科學及化學實驗室,"KKL,HPP,HYC,MC,SMT,KFW"
S1,1B,"F.1B班綜合科學實驗考試",2025-06-19T10:00:00,30,6,"KKL",科學及化學實驗室,"KKL,HPP,HYC,MC,SMT,KFW"
S1,1A,"F.1A班綜合科學實驗考試",2025-06-19T10:30:00,30,6,"KKL",科學及化學實驗室,"KKL,HPP,HYC,MC,SMT,KFW"
S1,1A-D,"公民、經濟與社會",2025-06-20T08:30:00,60,6,"YLC",禮堂,"H1,H2,H3,YMM,KYL,JT"
S2,2D,"F.2D班綜合科學實驗考試",2025-06-20T08:30:00,30,6,"KKL",科學及化學實驗室,"KKL,HPP,HYC,MC,SMT,KFW"
,1/F,"Floor Invigilator",2025-06-20T08:30:00,240,1,"",1/F,"H1"
,2/F,"Floor Invigilator",2025-06-20T08:30:00,240,1,"",2/F,"H2"
S2,2C,"F.2C班綜合科學實驗考試",2025-06-20T09:00:00,30,6,"KKL",科學及化學實驗室,"KKL,HPP,HYC,MC,SMT,KFW"
S2,2B,"F.2B班綜合科學實驗考試",2025-06-20T10:00:00,30,6,"KKL",科學及化學實驗室,"KKL,HPP,HYC,MC,SMT,KFW"
S2,2A,"F.2A班綜合科學實驗考試",2025-06-20T10:30:00,30,6,"KKL",科學及化學實驗室,"KKL,HPP,HYC,MC,SMT,KFW"
S5,5S,"中國歷史、旅遊與款待、物理、企業、會計與財務概論 試卷一／二",2025-06-11T08:30:00,300,2,"",101,"KKC,LSH"
S5,5ST,"中國歷史、旅遊與款待、物理、企業、會計與財務概論 試卷一／二",2025-06-11T08:30:00,300,2,"",G03,"TKK,YTL"
,3/F,"Floor Invigilator",2025-06-12T08:30:00,210,1,"",3/F,"YTL"
S5,5A-5E,"地理 試卷一",2025-06-06T08:30:00,165,1,"KYL",304,"YTL"
S5,5S,"地理、經濟、歷史、資訊及通訊科技、化學 試卷一／二",2025-06-06T08:30:00,165,2,"",101,"MC,JT"
S5,5ST,"地理、經濟、歷史、資訊及通訊科技、化學 試卷一／二",2025-06-06T08:30:00,165,2,"",G03,"SYY,YNT"
S5,5A-5E,"化學 試卷一",2025-06-06T08:30:00,150,1,"HYC",308,"KYL"
S5,5A-E,"經濟 試卷二",2025-06-06T10:15:00,150,1,"YNT",305,"TKK"
S5,5A-E,"生物 試卷一",2025-06-09T08:30:00,150,1,"KKL",308,"KKC"
S5,5S,"生物 試卷一",2025-06-09T08:30:00,150,1,"KKL",101,"LSH"
S5,5A-E,"物理 試卷一",2025-06-11T08:30:00,150,1,"MC",307,"MCW"
S5,S5,"數學 延伸部分 單元二 （代數與微積分）",2025-06-13T08:30:00,150,1,"KYC",405,"LSH"
S5,5S,"數學 必修部分 試卷一",2025-06-03T08:30:00,135,1,"THN",101,"SYY"
S5,5S,"中國語文 試卷二 寫作",2025-06-04T10:45:00,135,1,"TWY",101,"CKA"
S4,4S,"中國語文 試卷二 寫作能力",2025-06-10T10:45:00,135,1,"YPT",406,"KKC"
S4,4SR,"中國語文 試卷二 寫作能力",2025-06-10T10:45:00,135,1,"YPT",G02,"LSH"
S5,5A-E,"中國歷史 試卷一",2025-06-11T08:30:00,135,1,"JY",305,"OMK"
S5,5A-E,"企業、會計與財務概論 試卷二",2025-06-11T10:30:00,135,1,"HYL",308,"YMM"
S4,4A-E,"化學",2025-06-20T08:30:00,135,1,"JT",208,"KKC"
S5,5S,"英國語文 試卷二 寫作",2025-06-02T10:45:00,120,1,"SCP",101,"HYL"
S5,5B,"公民與社會發展科",2025-06-05T08:30:00,120,1,"YLC",307,"JT"
S5,5C,"公民與社會發展科",2025-06-05T08:30:00,120,1,"YLC",308,"YML"
S5,5D,"公民與社會發展科",2025-06-05T08:30:00,120,1,"YLC",305,"YNT"
S5,5E,"公民與社會發展科",2025-06-05T08:30:00,120,1,"YLC",306,"KYL"
S5,5S,"公民與社會發展科",2025-06-05T08:30:00,120,1,"YLC",101,"SYY"
S5,5ST,"公民與社會發展科",2025-06-05T08:30:00,120,1,"YLC",G03,"KKL"
S5,5A-5E,"歷史 試卷一",2025-06-06T08:30:00,120,1,"YLC",306,"NMY"
S5,5A-5E,"資訊及通訊科技 試卷一",2025-06-06T08:30:00,120,1,"HKY",307,"SSL"
S4,4S,"數學 必修部分 試卷一",2025-06-09T08:30:00,120,1,"KL",406,"TKK"
S4,4SR,"數學 必修部分 試卷一",2025-06-09T08:30:00,120,1,"KL",G02,"MCW"
S5,5A-E,"健康管理與社會關懷 試卷一",2025-06-10T08:30:00,120,1,"CTT",308,"TKK"
S5,5S,"健康管理與社會關懷 試卷一",2025-06-10T08:30:00,120,1,"CTT",101,"SKL"
S4,4A,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"CKA",206,"KKC"
S4,4B,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"CKA",207,"LSH"
S4,4C,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"CKA",208,"TKK"
S4,4D,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"CKA",405,"OMK"
S4,4E,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"CKA",406,"YMM"
S4,4S,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"CKA",AD2,"MCW"
S4,4SR,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"CKA",G02,"YPT"
S5,5A,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"SS",304,"SKL"
S5,5B,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"SS",307,"JC"
S5,5C,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"SS",308,"CL"
S5,5D,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"SS",305,"SCY"
S5,5E,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"SS",306,"CKA"
S5,5S,"英國語文 試卷三 聆聽及綜合技巧",2025-06-12T08:30:00,120,1,"SS",101,"MLT"
,4/F,"Floor Invigilator",2025-06-13T08:30:00,120,1,"",4/F,"YTL"
S4,4A-E,"物理",2025-06-16T08:30:00,120,1,"MC",405,"KKC"
S4,4A-E,"健康管理與社會關懷",2025-06-17T08:30:00,120,1,"CTT",406,"KKC"
S4,4S,"健康管理與社會關懷",2025-06-17T08:30:00,120,1,"CTT",G02,"LSH"
,4/F,"Floor Invigilator",2025-06-17T08:30:00,120,1,"",4/F,"TKK"
S4,4A-E,"生物",2025-06-18T08:30:00,120,1,"SMT",406,"KKC"
S4,4S,"生物",2025-06-18T08:30:00,120,1,"SMT",102,"LSH"
S4,4SR,"生物",2025-06-18T08:30:00,120,1,"SMT",G02,"OMK"
S4,4A,"數學 延伸部分 單元二 （代數與微積分）",2025-06-19T08:30:00,120,1,"LCL",406,"KKC"
S4,4A-E,"地理",2025-06-20T08:30:00,120,1,"KYL",AD2,"MCW"
S4,4A-E,"資訊及通訊科技",2025-06-20T08:30:00,120,1,"KML",406,"TKK"
S4,4S,"歷史、化學、地理、經濟、資訊及通訊科技 試卷一／二",2025-06-20T08:30:00,120,2,"",101,"LSH,YPT"
S4,4SR,"歷史、化學、地理、經濟、資訊及通訊科技 試卷一／二",2025-06-20T08:30:00,120,2,"",201,"SKL,HYL"
S4,4ST,"歷史、化學、地理、經濟、資訊及通訊科技 試卷一／二",2025-06-20T08:30:00,120,1,"",G03,"JC"
S5,5A-E,"健康管理與社會關懷 試卷二",2025-06-10T11:15:00,105,1,"CTT",308,"YMM"
S5,5S,"健康管理與社會關懷 試卷二",2025-06-10T11:15:00,105,1,"CTT",101,"YTL"
S4,4A-E,"歷史 試卷一",2025-06-20T08:30:00,105,1,"PYL",207,"KMC"
S4,4A-E,"企業、會計與財務概論",2025-06-16T08:30:00,100,1,"HYL",406,"OMK"
S5,5S,"英國語文 試卷一 閱讀",2025-06-02T08:30:00,90,1,"SCP",101,"JT"
S5,5S,"中國語文 試卷一 閱讀能力",2025-06-04T08:30:00,90,1,"YMM",101,"CHM"
S5,5A-E,"歷史 試卷二",2025-06-06T11:15:00,90,1,"YLC",306,"YMM"
S5,5A-E,"資訊及通訊科技 試卷二",2025-06-06T11:15:00,90,1,"HKY",307,"SCY"
S1,1A,"數學 試卷一",2025-06-09T08:30:00,90,1,"LL",202,"CL"
S1,1B,"數學 試卷一",2025-06-09T08:30:00,90,1,"LL",203,"KL"
S1,1C,"數學 試卷一",2025-06-09T08:30:00,90,1,"LL",204,"YTL"
S1,1D,"數學 試卷一",2025-06-09T08:30:00,90,1,"LL",205,"CKA"
S1,1S,"數學 試卷一",2025-06-09T08:30:00,90,1,"LL",103,"MLT"
S1,1SR,"數學 試卷一",2025-06-09T08:30:00,90,1,"LL",201,"YPT"
S4,4S,"中國語文 試卷一 閱讀能力",2025-06-10T08:30:00,90,1,"WYT",406,"KKC"
S4,4SR,"中國語文 試卷一 閱讀能力",2025-06-10T08:30:00,90,1,"WYT",G02,"MCW"
S4,4S,"英國語文 試卷一 閱讀",2025-06-11T08:30:00,90,1,"MLT",406,"YMM"
S4,4SR,"英國語文 試卷一 閱讀",2025-06-11T08:30:00,90,1,"MLT",G02,"MC"
S5,5A-E,"旅遊與款待 試卷一",2025-06-11T08:30:00,90,1,"SSL",306,"SKL"
S4,4S,"英國語文 試卷二 寫作",2025-06-11T10:45:00,90,1,"CKA",406,"HYL"
S4,4SR,"英國語文 試卷二 寫作",2025-06-11T10:45:00,90,1,"CKA",G02,"JC"
S2,2A,"數學 試卷一",2025-06-16T08:30:00,90,1,"EL",401,"TKK"
S2,2B,"數學 試卷一",2025-06-16T08:30:00,90,1,"EL",402,"LSH"
S2,2C,"數學 試卷一",2025-06-16T08:30:00,90,1,"EL",403,"KMC"
S2,2D,"數學 試卷一",2025-06-16T08:30:00,90,1,"EL",404,"CSC"
S2,2S,"數學 試卷一",2025-06-16T08:30:00,90,1,"EL",101,"PUL"
S2,2SR,"數學 試卷一",2025-06-16T08:30:00,90,1,"EL",G02,"CL"
S3,3S,"數學 試卷一",2025-06-16T08:30:00,90,1,"SFS",102,"SCY"
S4,4A-E,"旅遊與款待",2025-06-16T08:30:00,90,1,"SSL",207,"KL"
,2/F,"Floor Invigilator",2025-06-17T08:30:00,90,1,"",2/F,"OMK"
S4,4A-E,"經濟 試卷二",2025-06-20T09:45:00,90,1,"YNT",405,"CKA"
S3,3A,"中國語文 試卷一及試卷三
  閱讀能力及聆聽能力",2025-06-10T08:30:00,80,1,"TCL,YML",301,"YTL"
S3,3B,"中國語文 試卷一及試卷三
  閱讀能力及聆聽能力",2025-06-10T08:30:00,80,1,"TCL,YML",302,"YIL"
S3,3C,"中國語文 試卷一及試卷三
  閱讀能力及聆聽能力",2025-06-10T08:30:00,80,1,"TCL,YML",303,"LSH"
S3,3D,"中國語文 試卷一及試卷三
  閱讀能力及聆聽能力",2025-06-10T08:30:00,80,1,"TCL,YML",304,"MLT"
S3,3S,"中國語文 試卷一及試卷三
  閱讀能力及聆聽能力",2025-06-10T08:30:00,80,1,"TCL,YML",102,"YPT"
S3,3NCS,"中國語文 試卷一及試卷三
  閱讀能力及聆聽能力",2025-06-10T08:30:00,80,1,"TCL,YML",AD2,"YMM"
S5,5A-E,"中國歷史 試卷二",2025-06-11T11:30:00,80,1,"JY",305,"MCW"
S2,2AC廣,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-12T08:30:00,80,1,"KMC,SKL",401,"LCL"
S2,2BD廣,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-12T08:30:00,80,1,"KMC,SKL",402,"MC"
S2,2B普,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-12T08:30:00,80,1,"KMC,SKL",403,"HYL"
S2,2CD普,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-12T08:30:00,80,1,"KMC,SKL",404,"KMC"
S2,2A普,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-12T08:30:00,80,1,"KMC,SKL",303,"CSC"
S2,2S,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-12T08:30:00,80,1,"KMC,SKL",301,"PUL"
S2,2SR,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-12T08:30:00,80,1,"KMC,SKL",201,"KL"
S2,2NCS,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-12T08:30:00,80,1,"KMC,SKL",104,"YIL"
S4,4A,"公民與社會發展科",2025-06-13T08:30:00,80,1,"CHM,YTL",301,"KKC"
S4,4B,"公民與社會發展科",2025-06-13T08:30:00,80,1,"CHM,YTL",302,"TKK"
S4,4C,"公民與社會發展科",2025-06-13T08:30:00,80,1,"CHM,YTL",303,"SKL"
S4,4D,"公民與社會發展科",2025-06-13T08:30:00,80,1,"CHM,YTL",304,"JC"
S4,4E,"公民與社會發展科",2025-06-13T08:30:00,80,1,"CHM,YTL",305,"OMK"
S4,4S,"公民與社會發展科",2025-06-13T08:30:00,80,1,"CHM,YTL",AD2,"CL"
S4,4SR,"公民與社會發展科",2025-06-13T08:30:00,80,1,"CHM,YTL",G02,"SCY"
S4,4STT,"公民與社會發展科",2025-06-13T08:30:00,80,1,"CHM,YTL",G03,"CKA"
S4,4A-E,"中國歷史",2025-06-16T08:30:00,80,1,"JY",208,"MCW"
S1,1AB廣,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-17T08:30:00,80,1,"SCY,TCL",202,"LCL"
S1,1CD廣,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-17T08:30:00,80,1,"SCY,TCL",203,"MLT"
S1,1AB普,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-17T08:30:00,80,1,"SCY,TCL",204,"YPT"
S1,1CD普,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-17T08:30:00,80,1,"SCY,TCL",205,"MC"
S1,1S,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-17T08:30:00,80,1,"SCY,TCL",103,"SKL"
S1,1SR,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-17T08:30:00,80,1,"SCY,TCL",201,"HYL"
S1,1NCS,"中國語文 試卷一及試卷三 閱讀能力及聆聽能力",2025-06-17T08:30:00,80,1,"SCY,TCL",104,"JC"
S5,5S,"數學 必修部分 試卷二",2025-06-03T11:30:00,75,1,"KYC",101,"YTL"
S3,3S,"英國語文（General English）",2025-06-05T08:30:00,75,1,"TKK",102,"YTL"
S3,3S,"中語語文 試卷二 寫作能力",2025-06-05T10:30:00,75,1,"WYT",102,"TKK"
S5,5A-E,"地理 試卷二",2025-06-06T12:00:00,75,1,"KYL",304,"CSC"
S2,2A,"綜合科學",2025-06-10T09:30:00,75,1,"HYC",401,"KMC"
S2,2B,"綜合科學",2025-06-10T09:30:00,75,1,"HYC",402,"HYC"
S2,2C,"綜合科學",2025-06-10T09:30:00,75,1,"HYC",403,"PUL"
S2,2D,"綜合科學",2025-06-10T09:30:00,75,1,"HYC",404,"OMK"
S2,2S,"綜合科學",2025-06-10T09:30:00,75,1,"HYC",103,"CL"
S2,2SR,"綜合科學",2025-06-10T09:30:00,75,1,"HYC",201,"CHM"
S5,5A-E,"企業、會計與財務概論 試卷一",2025-06-11T08:30:00,75,1,"HYL",308,"SCY"
S2,2A,"英國語文（General English）",2025-06-11T10:00:00,75,1,"LSH",401,"KL"
S2,2B,"英國語文（General English）",2025-06-11T10:00:00,75,1,"LSH",402,"CKA"
S2,2C,"英國語文（General English）",2025-06-11T10:00:00,75,1,"LSH",403,"LCL"
S2,2D,"英國語文（General English）",2025-06-11T10:00:00,75,1,"LSH",404,"YIL"
S2,2S,"英國語文（General English）",2025-06-11T10:00:00,75,1,"LSH",103,"NMY"
S2,2SR,"英國語文（General English）",2025-06-11T10:00:00,75,1,"LSH",201,"YML"
S5,5A-E,"旅遊與款待 試卷二",2025-06-11T10:45:00,75,1,"SSL",306,"MKC"
S1,1A,"中國語文 試卷二 寫作能力",2025-06-12T10:00:00,75,1,"MCW",202,"WTN"
S1,1B,"中國語文 試卷二 寫作能力",2025-06-12T10:00:00,75,1,"MCW",203,"YNT"
S1,1C,"中國語文 試卷二 寫作能力",2025-06-12T10:00:00,75,1,"MCW",204,"SSL"
S1,1D,"中國語文 試卷二 寫作能力",2025-06-12T10:00:00,75,1,"MCW",205,"JT"
S1,1S,"中國語文 試卷二 寫作能力",2025-06-12T10:00:00,75,1,"MCW",103,"HYC"
S1,1SR,"中國語文 試卷二 寫作能力",2025-06-12T10:00:00,75,1,"MCW",G02,"SMT"
S1,1NCS,"中國語文 試卷二 寫作能力",2025-06-12T10:00:00,75,1,"MCW",104,"CHM"
S1,1A,"英國語文（General English）",2025-06-13T08:30:00,75,1,"CL",202,"YMM"
S1,1B,"英國語文（General English）",2025-06-13T08:30:00,75,1,"CL",203,"MCW"
S1,1C,"英國語文（General English）",2025-06-13T08:30:00,75,1,"CL",204,"MLT"
S1,1D,"英國語文（General English）",2025-06-13T08:30:00,75,1,"CL",205,"YPT"
S1,1S,"英國語文（General English）",2025-06-13T08:30:00,75,1,"CL",406,"MC"
S1,1SR,"英國語文（General English）",2025-06-13T08:30:00,75,1,"CL",G02,"HYL"
,2/F,"Floor Invigilator",2025-06-13T08:30:00,75,1,"",2/F,"CSC"
S2,2A,"中國語文 試卷二 寫作能力",2025-06-17T08:30:00,75,1,"JC",401,"KMC"
S2,2B,"中國語文 試卷二 寫作能力",2025-06-17T08:30:00,75,1,"JC",402,"PUL"
S2,2C,"中國語文 試卷二 寫作能力",2025-06-17T08:30:00,75,1,"JC",403,"CL"
S2,2D,"中國語文 試卷二 寫作能力",2025-06-17T08:30:00,75,1,"JC",404,"KL"
S2,2S,"中國語文 試卷二 寫作能力",2025-06-17T08:30:00,75,1,"JC",101,"CKA"
S2,2SR,"中國語文 試卷二 寫作能力",2025-06-17T08:30:00,75,1,"JC",G02,"MCW"
S2,2NCS,"中國語文 試卷二 寫作能力",2025-06-17T08:30:00,75,1,"JC",AD2,"YIL"
S1,1A,"綜合科學",2025-06-18T08:30:00,75,1,"HPP",202,"TKK"
S1,1B,"綜合科學",2025-06-18T08:30:00,75,1,"HPP",203,"YMM"
S1,1C,"綜合科學",2025-06-18T08:30:00,75,1,"HPP",204,"SKL"
S1,1D,"綜合科學",2025-06-18T08:30:00,75,1,"HPP",205,"JC"
S1,1S,"綜合科學",2025-06-18T08:30:00,75,1,"HPP",103,"SCY"
S1,1SR,"綜合科學",2025-06-18T08:30:00,75,1,"HPP",G02,"HKY"
S3,3A,"TSA中國語文--寫作評估",2025-06-19T08:30:00,75,1,"",301,"LSH"
S3,3B,"TSA中國語文--寫作評估",2025-06-19T08:30:00,75,1,"",302,"OMK"
S3,3C,"TSA中國語文--寫作評估",2025-06-19T08:30:00,75,1,"",303,"KYL"
S3,3D,"TSA中國語文--寫作評估",2025-06-19T08:30:00,75,1,"",304,"LCL"
S3,3S,"TSA中國語文--寫作評估",2025-06-19T08:30:00,75,1,"",102,"NMY"
S3,3S,"英國語文 聆聽",2025-06-06T09:30:00,70,1,"KKP",102,"YML"
S3,3A,"TSA英國語文--閱讀評估及聆聽評估",2025-06-20T09:45:00,70,1,"",301,"MKC"
S3,3B,"TSA英國語文--閱讀評估及聆聽評估",2025-06-20T09:45:00,70,1,"",302,"SYS"
S3,3C,"TSA英國語文--閱讀評估及聆聽評估",2025-06-20T09:45:00,70,1,"",303,"WTN"
S3,3D,"TSA英國語文--閱讀評估及聆聽評估",2025-06-20T09:45:00,70,1,"",304,"YNT"
S3,3A,"TSA 數學",2025-06-20T11:30:00,65,1,"",301,"KKC"
S3,3B,"TSA 數學",2025-06-20T11:30:00,65,1,"",302,"LSH"
S3,3C,"TSA 數學",2025-06-20T11:30:00,65,1,"",303,"SSL"
S3,3D,"TSA 數學",2025-06-20T11:30:00,65,1,"",304,"TKK"
S5,5A-5E,"經濟 試卷一",2025-06-06T08:30:00,60,1,"YNT",305,"SMT"
S5,5A-E,"化學 試卷二",2025-06-06T11:45:00,60,1,"HYC",308,"YTL"
S2,2A,"生活與社會",2025-06-09T08:30:00,60,1,"YIL",401,"YMM"
S2,2B,"生活與社會",2025-06-09T08:30:00,60,1,"YIL",402,"MC"
S2,2C,"生活與社會",2025-06-09T08:30:00,60,1,"YIL",403,"SKL"
S2,2D,"生活與社會",2025-06-09T08:30:00,60,1,"YIL",404,"HYL"
S2,2S,"生活與社會",2025-06-09T08:30:00,60,1,"YIL",103,"JC"
S2,2SR,"生活與社會",2025-06-09T08:30:00,60,1,"YIL",201,"SYY"
S2,2ST,"生活與社會",2025-06-09T08:30:00,60,1,"YIL",G03,"JT"
S3,3A,"中國歷史",2025-06-09T09:45:00,60,1,"KMC",301,"KMC"
S3,3B,"中國歷史",2025-06-09T09:45:00,60,1,"KMC",302,"HYC"
S3,3C,"中國歷史",2025-06-09T09:45:00,60,1,"KMC",303,"CSC"
S3,3D,"中國歷史",2025-06-09T09:45:00,60,1,"KMC",304,"PUL"
S3,3S,"中國歷史",2025-06-09T09:45:00,60,1,"KMC",102,"HPP"
S2,2A,"中國歷史",2025-06-09T10:00:00,60,1,"TCL",401,"OMK"
